amount,transaction_type,merchant_category,location,device_used,is_fraud
16.84,transfer,online,New York,atm,False
7.48,transfer,entertainment,New York,mobile,False
4.31,transfer,online,Tokyo,atm,False
12.7,transfer,online,New York,mobile,False
19.3,transfer,entertainment,New York,mobile,False
1451.15,deposit,entertainment,Tokyo,atm,False
501.4,deposit,entertainment,Tokyo,mobile,False
1153.46,deposit,online,Tokyo,atm,False
2099.45,deposit,online,New York,atm,False
25.85,transfer,entertainment,Tokyo,atm,False
11.84,transfer,entertainment,New York,mobile,False
1242.06,deposit,online,Tokyo,mobile,False
866,deposit,entertainment,New York,mobile,False
1718.26,deposit,online,Tokyo,mobile,False
1000.45,deposit,online,Tokyo,atm,False
945.54,deposit,online,New York,mobile,False
28.25,transfer,online,New York,atm,False
392.88,deposit,online,Tokyo,atm,False
34.14,transfer,online,Tokyo,atm,False
680.19,deposit,entertainment,Tokyo,mobile,False
71.93,transfer,online,Tokyo,atm,False
305.97,deposit,entertainment,New York,mobile,False
36.19,transfer,entertainment,Tokyo,mobile,False
16.75,transfer,entertainment,Tokyo,atm,False
661.7,deposit,online,New York,atm,False
440.19,deposit,entertainment,New York,atm,False
5.93,transfer,entertainment,New York,mobile,False
0.01,deposit,online,Tokyo,atm,False
31.28,transfer,online,Tokyo,mobile,False
44.06,transfer,entertainment,New York,atm,False
569.25,deposit,entertainment,Tokyo,atm,False
453.55,deposit,online,Tokyo,atm,False
1754.55,deposit,online,Tokyo,atm,False
39.44,transfer,entertainment,Tokyo,atm,False
22.4,transfer,online,Tokyo,atm,False
1240.29,deposit,entertainment,New York,atm,False
823.84,deposit,entertainment,New York,atm,False
1441.74,deposit,online,New York,atm,False
11.99,transfer,online,Tokyo,mobile,False
591.16,deposit,entertainment,Tokyo,mobile,False
9.1,transfer,online,Tokyo,mobile,False
1511.17,deposit,online,Tokyo,mobile,False
31.35,transfer,online,New York,mobile,False
1.67,transfer,entertainment,Tokyo,mobile,False
1942.92,deposit,online,Tokyo,mobile,False
15.2,transfer,online,Tokyo,atm,False
3.82,transfer,online,New York,atm,False
3.08,transfer,entertainment,Tokyo,atm,True
1049.58,deposit,entertainment,Tokyo,mobile,False
16.2,transfer,entertainment,New York,mobile,False
604.53,deposit,entertainment,Tokyo,mobile,False
1439.36,deposit,online,Tokyo,atm,False
10.89,transfer,entertainment,New York,mobile,False
868.66,deposit,online,Tokyo,atm,False
18.49,transfer,online,Tokyo,atm,False
33.88,transfer,entertainment,Tokyo,mobile,False
0.01,deposit,online,New York,mobile,False
10.01,transfer,online,New York,atm,False
13.34,transfer,entertainment,Tokyo,atm,False
1449.77,deposit,entertainment,Tokyo,mobile,False
13.63,transfer,entertainment,Tokyo,atm,False
1326.32,deposit,entertainment,Tokyo,atm,False
27.71,transfer,online,New York,atm,False
764.27,deposit,entertainment,Tokyo,mobile,False
0.01,deposit,entertainment,Tokyo,atm,False
39.63,transfer,online,New York,mobile,False
682.02,deposit,entertainment,Tokyo,atm,False
1498.75,deposit,entertainment,Tokyo,atm,False
24.68,transfer,online,Tokyo,mobile,False
22.89,transfer,online,New York,mobile,False
15.58,transfer,online,New York,atm,False
621.55,deposit,entertainment,New York,mobile,False
1490,deposit,online,New York,atm,False
33.91,transfer,online,Tokyo,atm,False
679.83,deposit,entertainment,New York,atm,False
21.46,transfer,online,Tokyo,mobile,False
9.16,transfer,entertainment,Tokyo,atm,False
32.01,transfer,online,Tokyo,mobile,False
20.78,transfer,online,New York,mobile,False
13.39,transfer,online,New York,mobile,False
601.66,deposit,online,New York,atm,False
21.61,transfer,online,New York,mobile,False
50.83,transfer,entertainment,New York,atm,False
30.17,transfer,online,New York,atm,True
12.32,transfer,online,New York,mobile,False
19.41,transfer,online,Tokyo,atm,False
29.69,transfer,entertainment,Tokyo,mobile,False
1431.61,deposit,entertainment,Tokyo,atm,False
893.02,deposit,online,New York,atm,False
286.23,deposit,online,Tokyo,mobile,False
20.87,transfer,entertainment,Tokyo,mobile,False
15.14,transfer,online,Tokyo,mobile,False
0.01,deposit,entertainment,Tokyo,mobile,False
130.78,deposit,online,New York,mobile,False
1536.84,deposit,entertainment,Tokyo,mobile,False
1410.27,deposit,online,Tokyo,atm,False
7.49,transfer,online,Tokyo,atm,False
1242.13,deposit,entertainment,Tokyo,mobile,False
1529.42,deposit,online,Tokyo,mobile,False
52.61,transfer,entertainment,Tokyo,mobile,False
768.2,deposit,online,New York,mobile,False
1028.2,deposit,online,New York,atm,False
644.8,deposit,entertainment,Tokyo,mobile,False
8.98,transfer,entertainment,Tokyo,mobile,False
1731.71,deposit,entertainment,New York,atm,False
618.32,deposit,online,Tokyo,atm,False
0.01,deposit,online,New York,atm,False
680.05,deposit,entertainment,Tokyo,mobile,False
807,deposit,online,Tokyo,atm,False
197.36,deposit,entertainment,New York,atm,False
1042.81,deposit,online,New York,atm,False
96.36,transfer,online,New York,mobile,False
12.09,transfer,online,Tokyo,mobile,False
873.43,deposit,entertainment,Tokyo,atm,False
37.03,transfer,entertainment,New York,atm,False
32.22,transfer,online,New York,mobile,False
1469.31,deposit,online,Tokyo,mobile,False
32.93,transfer,entertainment,Tokyo,atm,False
95.71,transfer,entertainment,Tokyo,mobile,False
683.74,deposit,entertainment,Tokyo,mobile,False
13.69,transfer,online,Tokyo,atm,False
13.5,transfer,entertainment,Tokyo,atm,False
1076.97,deposit,entertainment,Tokyo,atm,False
44.93,transfer,entertainment,New York,mobile,False
1398.26,deposit,entertainment,Tokyo,atm,False
43.49,transfer,online,New York,atm,False
31.11,transfer,entertainment,Tokyo,mobile,False
55.58,transfer,entertainment,New York,atm,False
11.75,transfer,entertainment,New York,atm,False
1833.11,deposit,online,Tokyo,atm,False
1196.27,deposit,entertainment,Tokyo,mobile,False
15.91,transfer,entertainment,New York,atm,False
51.89,transfer,entertainment,Tokyo,atm,False
52.7,transfer,online,Tokyo,mobile,False
3.59,transfer,online,New York,mobile,False
977.99,deposit,entertainment,New York,atm,False
26.23,transfer,entertainment,New York,atm,False
33.53,transfer,online,Tokyo,atm,False
1132.36,deposit,online,Tokyo,atm,False
86.05,transfer,online,New York,atm,False
4.67,transfer,online,New York,atm,False
881.24,deposit,online,New York,atm,False
1077.23,deposit,online,New York,atm,False
23.06,transfer,entertainment,Tokyo,atm,False
36.16,transfer,entertainment,Tokyo,atm,False
12.22,transfer,online,Tokyo,atm,False
115.5,deposit,online,Tokyo,atm,False
11.76,transfer,online,New York,atm,False
3.77,transfer,entertainment,Tokyo,mobile,False
28.37,transfer,entertainment,Tokyo,atm,False
246.51,deposit,online,New York,atm,False
1283.43,deposit,online,New York,mobile,False
22.37,transfer,online,New York,atm,False
372.21,deposit,online,Tokyo,mobile,False
1000.8,deposit,entertainment,New York,mobile,False
21,transfer,online,Tokyo,atm,False
15.68,transfer,online,New York,atm,False
9.28,transfer,online,Tokyo,mobile,False
1513.6,deposit,entertainment,Tokyo,mobile,False
850.64,deposit,online,Tokyo,mobile,False
26.6,transfer,online,Tokyo,atm,False
17.65,transfer,online,New York,mobile,False
43.27,transfer,entertainment,Tokyo,mobile,False
30.37,transfer,entertainment,New York,atm,False
19.16,transfer,online,Tokyo,mobile,False
1708.48,deposit,entertainment,Tokyo,atm,False
38.58,transfer,online,New York,mobile,False
17.67,transfer,online,New York,mobile,False
223.72,deposit,online,New York,atm,False
1461.32,deposit,online,New York,atm,False
1580.58,deposit,online,New York,mobile,False
556.56,deposit,online,Tokyo,mobile,False
872.99,deposit,online,New York,mobile,False
590.6,deposit,online,Tokyo,mobile,False
1948.83,deposit,online,New York,atm,False
8.93,transfer,entertainment,New York,atm,False
1123.18,deposit,entertainment,Tokyo,atm,False
22.26,transfer,online,New York,mobile,False
1174.83,deposit,entertainment,Tokyo,atm,False
925.4,deposit,online,Tokyo,mobile,True
1056.42,deposit,online,New York,atm,False
455.16,deposit,entertainment,Tokyo,mobile,False
42.47,transfer,entertainment,New York,atm,False
1577.62,deposit,online,New York,atm,False
875.15,deposit,online,Tokyo,atm,False
38.96,transfer,online,Tokyo,mobile,False
20.69,transfer,entertainment,Tokyo,mobile,False
12.2,transfer,entertainment,Tokyo,mobile,False
13.03,transfer,online,New York,mobile,False
18.45,transfer,online,New York,atm,False
21.9,transfer,entertainment,New York,mobile,False
973.82,deposit,entertainment,New York,mobile,False
874.69,deposit,entertainment,Tokyo,mobile,False
9.09,transfer,entertainment,Tokyo,mobile,False
736.96,deposit,entertainment,New York,atm,False
1172.25,deposit,online,New York,atm,False
24.15,transfer,entertainment,Tokyo,atm,False
53.12,transfer,entertainment,New York,atm,False
1338.18,deposit,online,Tokyo,mobile,False
1440.74,deposit,entertainment,Tokyo,atm,False
1511.85,deposit,entertainment,Tokyo,mobile,False
1574.25,deposit,online,Tokyo,mobile,False
1047.5,deposit,entertainment,Tokyo,atm,False
32.33,transfer,entertainment,New York,atm,False
2594.94,deposit,online,New York,atm,False
18.32,transfer,entertainment,Tokyo,atm,False
16.53,transfer,entertainment,Tokyo,mobile,False
856.91,deposit,entertainment,New York,mobile,False
1255.15,deposit,online,New York,mobile,False
0.01,deposit,entertainment,New York,mobile,False
1003.59,deposit,entertainment,New York,mobile,False
1219.01,deposit,entertainment,Tokyo,atm,False
17.1,transfer,entertainment,Tokyo,atm,False
1637.23,deposit,online,Tokyo,mobile,False
0.01,deposit,online,Tokyo,mobile,False
1747.55,deposit,entertainment,New York,mobile,False
29.13,transfer,online,Tokyo,atm,False
12.87,transfer,online,Tokyo,atm,False
9.3,transfer,online,Tokyo,mobile,False
532.95,deposit,online,New York,mobile,False
641.42,deposit,entertainment,Tokyo,atm,False
9.03,transfer,entertainment,Tokyo,mobile,False
1164.77,deposit,entertainment,New York,mobile,False
106.43,transfer,online,New York,mobile,False
4.04,transfer,online,New York,atm,False
532.81,deposit,online,Tokyo,mobile,False
645.95,deposit,entertainment,New York,mobile,False
2318.65,deposit,online,Tokyo,mobile,False
24.52,transfer,entertainment,New York,atm,False
1189.31,deposit,entertainment,New York,mobile,False
14.17,transfer,entertainment,Tokyo,mobile,False
23.1,transfer,entertainment,New York,mobile,False
28.3,transfer,online,Tokyo,atm,False
1083.87,deposit,entertainment,New York,mobile,False
24.64,transfer,entertainment,New York,mobile,False
1378.83,deposit,entertainment,New York,mobile,False
22.13,transfer,entertainment,Tokyo,mobile,False
870.64,deposit,entertainment,New York,atm,False
34.58,transfer,entertainment,Tokyo,mobile,False
1474.42,deposit,online,Tokyo,atm,False
31.72,transfer,online,New York,atm,False
37.75,transfer,entertainment,New York,mobile,False
33.41,transfer,online,Tokyo,mobile,False
3.49,transfer,entertainment,New York,mobile,False
20.58,transfer,entertainment,New York,mobile,False
44.62,transfer,entertainment,New York,mobile,False
36.71,transfer,online,Tokyo,mobile,False
9.25,transfer,online,New York,mobile,False
15.46,transfer,entertainment,New York,mobile,False
527.68,deposit,online,Tokyo,mobile,False
27.24,transfer,entertainment,Tokyo,mobile,False
733.23,deposit,online,New York,atm,False
13.13,transfer,online,Tokyo,mobile,False
27.69,transfer,online,Tokyo,atm,False
15.22,transfer,online,Tokyo,atm,False
6.29,transfer,online,New York,mobile,False
28.31,transfer,online,Tokyo,atm,False
815.46,deposit,online,New York,mobile,True
5.4,transfer,entertainment,Tokyo,atm,False
928.56,deposit,entertainment,New York,mobile,False
74.49,transfer,entertainment,New York,mobile,False
8.39,transfer,entertainment,Tokyo,atm,False
8.06,transfer,online,New York,mobile,False
30.21,transfer,entertainment,Tokyo,mobile,False
850.79,deposit,online,New York,atm,False
14.7,transfer,online,Tokyo,mobile,False
1834.34,deposit,entertainment,Tokyo,atm,False
0.01,deposit,online,New York,mobile,False
543.09,deposit,online,Tokyo,atm,False
10.48,transfer,entertainment,Tokyo,atm,False
24.36,transfer,entertainment,Tokyo,mobile,False
42.15,transfer,online,New York,mobile,False
46.47,transfer,entertainment,Tokyo,atm,False
1340.62,deposit,entertainment,Tokyo,atm,False
38,transfer,entertainment,New York,mobile,False
1210.47,deposit,entertainment,New York,atm,False
229.42,deposit,entertainment,Tokyo,mobile,False
29.36,transfer,entertainment,New York,mobile,False
1469.32,deposit,entertainment,New York,mobile,False
1338.52,deposit,entertainment,Tokyo,mobile,False
633.3,deposit,online,New York,mobile,False
25.29,transfer,entertainment,Tokyo,atm,False
1675.61,deposit,online,Tokyo,atm,False
436.36,deposit,online,Tokyo,atm,False
32.72,transfer,entertainment,Tokyo,mobile,False
31.87,transfer,entertainment,New York,atm,False
1362.17,deposit,online,Tokyo,mobile,False
22.57,transfer,online,Tokyo,atm,False
14.92,transfer,online,New York,mobile,False
889.13,deposit,entertainment,New York,atm,False
1220.22,deposit,entertainment,Tokyo,mobile,False
6.95,transfer,entertainment,Tokyo,atm,False
20.26,transfer,online,Tokyo,mobile,False
18.85,transfer,online,New York,mobile,False
1252.43,deposit,entertainment,New York,atm,False
18.31,transfer,online,Tokyo,atm,False
180.68,deposit,entertainment,New York,atm,False
11.16,transfer,online,Tokyo,mobile,False
2181.46,deposit,entertainment,New York,mobile,False
21.26,transfer,online,New York,mobile,False
11.85,transfer,online,Tokyo,mobile,False
1150.3,deposit,online,Tokyo,atm,False
17.72,transfer,online,Tokyo,atm,False
930.32,deposit,online,New York,mobile,False
1058.26,deposit,entertainment,Tokyo,mobile,False
26.08,transfer,online,Tokyo,atm,True
25.37,transfer,online,New York,atm,False
516.92,deposit,entertainment,Tokyo,mobile,False
12.28,transfer,entertainment,Tokyo,atm,False
1076.07,deposit,entertainment,Tokyo,mobile,False
968.34,deposit,online,Tokyo,mobile,False
1610.5,deposit,online,Tokyo,mobile,False
1787.12,deposit,entertainment,New York,mobile,False
17.68,transfer,online,Tokyo,mobile,False
16.56,transfer,online,Tokyo,mobile,False
1737.53,deposit,entertainment,Tokyo,mobile,False
794.92,deposit,online,Tokyo,atm,False
25.44,transfer,online,New York,mobile,False
784.93,deposit,entertainment,New York,atm,False
582.95,deposit,entertainment,Tokyo,mobile,False
16.42,transfer,online,New York,mobile,False
14.39,transfer,entertainment,Tokyo,atm,False
511.06,deposit,online,Tokyo,mobile,False
49.11,transfer,entertainment,Tokyo,mobile,False
84.29,transfer,entertainment,New York,mobile,False
15.76,transfer,online,Tokyo,atm,False
1190.82,deposit,entertainment,Tokyo,atm,False
11.41,transfer,entertainment,New York,atm,False
794.62,deposit,entertainment,New York,mobile,False
11.26,transfer,entertainment,Tokyo,atm,False
955.01,deposit,entertainment,New York,mobile,False
17.79,transfer,entertainment,New York,atm,False
967.24,deposit,entertainment,Tokyo,atm,False
20.41,deposit,entertainment,Tokyo,atm,False
1040.59,deposit,online,Tokyo,atm,False
354.08,deposit,entertainment,Tokyo,mobile,False
17.14,transfer,entertainment,New York,mobile,False
609.64,deposit,online,New York,atm,False
20.77,transfer,entertainment,New York,mobile,False
108.49,transfer,entertainment,New York,mobile,True
46.35,transfer,online,Tokyo,atm,False
281.27,deposit,online,New York,mobile,False
21.55,transfer,entertainment,Tokyo,atm,False
1815.95,deposit,entertainment,New York,mobile,False
833.68,deposit,online,New York,mobile,False
6.35,transfer,online,Tokyo,atm,False
1313.77,deposit,entertainment,New York,mobile,False
22.22,transfer,online,Tokyo,mobile,False
1066.96,deposit,online,Tokyo,mobile,False
30.92,transfer,online,New York,atm,False
933.66,deposit,online,Tokyo,mobile,False
606.17,deposit,online,Tokyo,atm,False
1274.84,deposit,entertainment,Tokyo,mobile,False
47.58,transfer,entertainment,Tokyo,mobile,False
11.36,transfer,entertainment,Tokyo,mobile,False
1164.06,deposit,entertainment,New York,mobile,True
307.99,deposit,online,Tokyo,mobile,False
82.88,transfer,online,Tokyo,atm,False
21.98,transfer,entertainment,New York,mobile,False
1349.97,deposit,online,New York,atm,False
15.66,transfer,entertainment,Tokyo,atm,False
29.58,transfer,online,Tokyo,mobile,False
12.55,transfer,online,New York,mobile,False
235.61,deposit,online,New York,mobile,False
19.84,transfer,entertainment,Tokyo,mobile,False
24.57,transfer,entertainment,Tokyo,mobile,False
1417.94,deposit,entertainment,New York,atm,False
17.01,transfer,entertainment,New York,mobile,False
55,transfer,online,Tokyo,mobile,False
20.03,transfer,entertainment,New York,atm,False
12.09,transfer,entertainment,Tokyo,mobile,False
711.69,deposit,entertainment,New York,atm,False
11.53,transfer,entertainment,Tokyo,mobile,True
1662.08,deposit,online,New York,mobile,False
1100.24,deposit,online,Tokyo,mobile,False
25.76,transfer,entertainment,Tokyo,atm,False
1566.85,deposit,entertainment,New York,atm,False
584.74,deposit,entertainment,Tokyo,atm,False
12.75,transfer,entertainment,New York,atm,False
269.4,deposit,entertainment,Tokyo,atm,False
0.01,deposit,online,New York,mobile,False
6.4,transfer,online,New York,mobile,False
12.66,transfer,entertainment,Tokyo,atm,True
9.97,transfer,entertainment,New York,atm,False
11.36,transfer,online,Tokyo,atm,False
1252.21,deposit,entertainment,Tokyo,atm,False
1463.31,deposit,online,New York,atm,False
27.13,transfer,online,New York,mobile,False
32.34,transfer,entertainment,New York,mobile,False
1596.17,deposit,online,Tokyo,atm,False
13.26,transfer,online,Tokyo,atm,True
10.81,transfer,entertainment,New York,mobile,False
0.01,deposit,entertainment,New York,mobile,False
2120.44,deposit,online,New York,atm,False
1814.96,deposit,online,New York,mobile,False
1174.7,deposit,online,Tokyo,atm,False
11.49,transfer,entertainment,New York,mobile,False
6.4,transfer,online,New York,atm,False
1110.01,deposit,entertainment,New York,mobile,False
1101.92,deposit,entertainment,Tokyo,mobile,False
32.25,transfer,online,Tokyo,mobile,False
1799.91,deposit,entertainment,Tokyo,atm,False
11.73,transfer,entertainment,Tokyo,atm,False
0.01,deposit,online,New York,mobile,False
18.28,transfer,online,New York,mobile,False
10.17,transfer,entertainment,New York,atm,False
613.47,deposit,entertainment,New York,mobile,False
1021.37,deposit,entertainment,Tokyo,mobile,False
33.27,transfer,entertainment,New York,atm,False
963.81,deposit,entertainment,New York,atm,False
1218.21,deposit,online,Tokyo,mobile,False
27.89,transfer,entertainment,Tokyo,mobile,False
49.79,transfer,online,New York,atm,False
1059.2,deposit,entertainment,New York,mobile,False
46.21,transfer,online,Tokyo,atm,False
37.14,transfer,entertainment,New York,atm,False
14.88,transfer,entertainment,Tokyo,mobile,False
8.26,transfer,online,New York,atm,False
61.77,transfer,online,New York,mobile,False
1262.6,deposit,entertainment,New York,mobile,False
1589.55,deposit,online,New York,mobile,False
1037.11,deposit,entertainment,Tokyo,mobile,False
1416.4,deposit,online,Tokyo,mobile,False
1233.3,deposit,online,New York,atm,False
19.77,transfer,online,New York,mobile,False
1634.78,deposit,online,New York,atm,False
467.3,deposit,online,New York,mobile,False
761.03,deposit,entertainment,Tokyo,mobile,False
4.48,transfer,online,New York,mobile,False
26.72,transfer,online,New York,atm,False
47.64,transfer,entertainment,New York,atm,False
30.41,transfer,entertainment,Tokyo,atm,False
653.96,deposit,entertainment,Tokyo,atm,False
1313.58,deposit,online,Tokyo,mobile,False
17.21,transfer,entertainment,Tokyo,atm,False
0.01,deposit,online,Tokyo,mobile,False
56.9,transfer,entertainment,New York,atm,False
29.83,transfer,entertainment,Tokyo,atm,False
12.62,transfer,entertainment,New York,mobile,False
1156.46,deposit,online,Tokyo,mobile,False
1007.84,deposit,entertainment,New York,atm,False
32.09,transfer,entertainment,New York,mobile,False
35.33,transfer,entertainment,Tokyo,atm,False
7.21,transfer,entertainment,Tokyo,atm,False
53.63,transfer,online,Tokyo,mobile,False
1200.92,deposit,entertainment,New York,atm,False
979.38,deposit,entertainment,Tokyo,atm,False
8.93,transfer,entertainment,New York,atm,False
30.84,transfer,entertainment,Tokyo,mobile,False
796.77,deposit,online,Tokyo,mobile,False
930.31,deposit,online,New York,atm,False
1762.16,deposit,entertainment,New York,mobile,False
17.4,transfer,online,New York,atm,False
5.72,transfer,online,Tokyo,mobile,False
1588.46,deposit,entertainment,Tokyo,atm,False
0.01,deposit,online,Tokyo,atm,False
473.31,deposit,entertainment,New York,atm,False
1429.09,deposit,online,New York,atm,False
870.26,deposit,entertainment,Tokyo,mobile,False
1571.37,deposit,entertainment,New York,atm,False
12.59,transfer,online,Tokyo,atm,False
10.68,transfer,online,Tokyo,mobile,False
1495.99,deposit,online,Tokyo,mobile,False
5.23,transfer,online,New York,mobile,False
1152.46,deposit,online,Tokyo,mobile,False
0.01,deposit,entertainment,New York,mobile,False
137.92,deposit,online,Tokyo,atm,False
1590.54,deposit,entertainment,Tokyo,atm,False
1361.07,deposit,online,New York,atm,False
13.14,transfer,entertainment,New York,mobile,False
259.46,deposit,online,Tokyo,atm,False
10.15,transfer,entertainment,Tokyo,mobile,False
2.99,transfer,entertainment,Tokyo,atm,False
14.21,transfer,entertainment,New York,atm,False
23.69,transfer,entertainment,New York,mobile,False
44.44,transfer,entertainment,New York,mobile,False
16.31,transfer,online,New York,atm,False
1262.36,deposit,entertainment,New York,mobile,False
7.61,transfer,online,New York,atm,False
9.76,transfer,online,Tokyo,atm,False
9.35,transfer,online,New York,atm,False
1248.73,deposit,entertainment,New York,mobile,False
1323.83,deposit,online,New York,atm,False
10.57,transfer,entertainment,Tokyo,atm,False
1480.91,deposit,online,Tokyo,atm,False
251.31,deposit,online,Tokyo,atm,False
40.8,transfer,entertainment,Tokyo,mobile,False
20.47,transfer,entertainment,Tokyo,atm,False
19.89,transfer,entertainment,New York,atm,False
6.98,transfer,online,New York,mobile,False
463.92,deposit,online,Tokyo,atm,False
41.96,transfer,entertainment,Tokyo,atm,False
26.37,transfer,entertainment,New York,mobile,False
403.42,deposit,online,Tokyo,atm,False
1066.38,deposit,online,Tokyo,mobile,False
21.97,transfer,entertainment,Tokyo,atm,False
781.42,deposit,online,Tokyo,mobile,False
29.13,transfer,entertainment,Tokyo,mobile,False
7.1,transfer,entertainment,New York,atm,False
11.06,transfer,entertainment,Tokyo,mobile,False
1204.53,deposit,entertainment,New York,atm,False
1488.27,deposit,online,Tokyo,atm,False
15.08,transfer,online,Tokyo,mobile,False
183.82,deposit,entertainment,Tokyo,mobile,False
1201.32,deposit,entertainment,New York,mobile,False
17.7,transfer,entertainment,New York,mobile,False
26.45,transfer,online,Tokyo,atm,False
24.54,transfer,entertainment,New York,mobile,False
1502.11,deposit,entertainment,New York,mobile,False
11.86,transfer,entertainment,New York,atm,False
112.72,transfer,online,New York,mobile,False
14.1,transfer,entertainment,New York,mobile,False
9.01,transfer,entertainment,Tokyo,mobile,False
770.08,deposit,online,New York,mobile,False
42.77,transfer,entertainment,New York,mobile,False
719.43,deposit,entertainment,Tokyo,atm,False
1017.53,deposit,entertainment,Tokyo,mobile,False
384.46,deposit,entertainment,Tokyo,atm,False
24.87,transfer,entertainment,Tokyo,mobile,False
68.66,transfer,entertainment,New York,atm,False
32.19,transfer,online,Tokyo,mobile,False
33.67,transfer,entertainment,Tokyo,mobile,False
13.73,transfer,entertainment,New York,mobile,False
25.62,transfer,online,New York,atm,False
1938.25,deposit,online,Tokyo,mobile,False
749.13,deposit,entertainment,New York,mobile,False
1060.95,deposit,online,Tokyo,mobile,False
11.4,transfer,entertainment,New York,mobile,False
973.61,deposit,entertainment,New York,mobile,False
17.79,transfer,online,New York,mobile,False
546.54,deposit,online,Tokyo,atm,False
1324,deposit,online,Tokyo,atm,True
3.4,transfer,online,New York,mobile,False
636.25,deposit,entertainment,Tokyo,mobile,False
48.22,transfer,entertainment,Tokyo,atm,False
30.23,transfer,online,New York,mobile,False
8.34,transfer,entertainment,Tokyo,mobile,False
14.28,transfer,entertainment,New York,atm,False
10.38,transfer,entertainment,Tokyo,mobile,False
24.56,transfer,online,Tokyo,mobile,False
2.32,transfer,online,Tokyo,atm,False
1095.04,deposit,online,New York,mobile,False
1097.68,deposit,online,Tokyo,atm,False
899.03,deposit,online,Tokyo,atm,False
21.37,transfer,online,Tokyo,atm,False
1199.49,deposit,entertainment,New York,mobile,False
17.33,transfer,online,Tokyo,mobile,False
600.84,deposit,online,Tokyo,mobile,False
121.72,transfer,entertainment,Tokyo,atm,False
20.4,transfer,online,New York,atm,False
25.38,transfer,entertainment,New York,mobile,False
13.94,transfer,entertainment,Tokyo,atm,False
25.09,transfer,online,Tokyo,atm,False
11.36,transfer,online,Tokyo,atm,False
1153.68,deposit,entertainment,New York,atm,False
14.36,transfer,online,Tokyo,mobile,False
13.41,transfer,online,Tokyo,atm,True
1373.65,deposit,online,Tokyo,mobile,False
28.12,transfer,entertainment,Tokyo,mobile,False
46.66,transfer,entertainment,Tokyo,mobile,False
10.97,transfer,online,Tokyo,atm,False
1100.11,deposit,online,New York,mobile,False
10.65,transfer,entertainment,Tokyo,atm,False
66.46,transfer,online,Tokyo,atm,False
0.01,deposit,entertainment,New York,mobile,False
1127,deposit,entertainment,New York,atm,False
16.76,transfer,entertainment,New York,mobile,False
894.14,deposit,entertainment,New York,mobile,False
832.51,deposit,online,New York,atm,False
290.98,deposit,online,Tokyo,atm,False
3.02,transfer,online,Tokyo,mobile,False
18.79,transfer,entertainment,Tokyo,atm,True
43.6,transfer,online,New York,atm,False
1522.01,deposit,online,Tokyo,atm,False
41.42,transfer,entertainment,New York,mobile,False
20.64,transfer,online,Tokyo,atm,False
681.33,deposit,online,Tokyo,mobile,False
13.42,transfer,online,Tokyo,mobile,False
423.02,deposit,online,Tokyo,mobile,False
1200.56,deposit,entertainment,Tokyo,atm,False
1674.79,deposit,entertainment,Tokyo,atm,False
795.3,deposit,online,New York,mobile,False
40.27,transfer,online,New York,atm,False
173.71,deposit,entertainment,New York,atm,False
30.99,transfer,entertainment,Tokyo,atm,True
29.84,transfer,entertainment,Tokyo,atm,False
25.84,transfer,entertainment,Tokyo,mobile,False
19.95,deposit,entertainment,New York,atm,False
753.52,deposit,entertainment,Tokyo,atm,False
446.35,deposit,online,Tokyo,atm,False
1282.59,deposit,online,New York,atm,False
6.97,transfer,online,New York,mobile,False
23.01,transfer,entertainment,New York,mobile,False
1212.35,deposit,entertainment,New York,atm,False
6.74,transfer,online,Tokyo,atm,False
1979.49,deposit,online,Tokyo,mobile,False
30.37,transfer,entertainment,New York,atm,False
24.66,transfer,online,Tokyo,atm,False
190.65,deposit,online,Tokyo,atm,False
75.11,transfer,entertainment,Tokyo,mobile,False
3.63,transfer,entertainment,Tokyo,mobile,False
1041.03,deposit,entertainment,Tokyo,mobile,False
68.26,deposit,online,New York,atm,False
68.07,transfer,online,Tokyo,atm,False
26.81,transfer,entertainment,Tokyo,atm,False
28.96,transfer,online,Tokyo,mobile,False
0.01,deposit,online,Tokyo,atm,False
2019.74,deposit,online,Tokyo,atm,False
19.85,transfer,entertainment,New York,mobile,False
49.65,transfer,online,New York,atm,False
8.28,transfer,online,New York,atm,False
19.82,transfer,entertainment,New York,atm,False
66.48,transfer,entertainment,Tokyo,atm,False
0.01,deposit,online,Tokyo,mobile,False
11.56,transfer,online,New York,mobile,False
34.17,transfer,online,New York,atm,False
442.87,deposit,online,New York,atm,False
1109.19,deposit,entertainment,Tokyo,atm,False
996.06,deposit,online,New York,atm,False
8.38,transfer,online,Tokyo,atm,False
17.97,transfer,online,Tokyo,atm,False
25.59,transfer,online,New York,atm,False
543.67,deposit,entertainment,Tokyo,mobile,False
1170.37,deposit,online,New York,atm,False
48.58,transfer,entertainment,New York,mobile,False
44.58,transfer,entertainment,New York,atm,False
11.08,transfer,online,New York,atm,False
1357.91,deposit,online,New York,atm,False
0.01,deposit,online,New York,atm,False
746.38,deposit,entertainment,Tokyo,atm,False
51.88,deposit,entertainment,Tokyo,mobile,False
906.9,deposit,entertainment,New York,atm,False
9.25,transfer,online,Tokyo,mobile,False
1365.26,deposit,entertainment,New York,atm,False
1410.63,deposit,entertainment,Tokyo,atm,False
1239.94,deposit,entertainment,New York,mobile,False
1130.39,deposit,entertainment,Tokyo,mobile,True
16.13,transfer,online,Tokyo,atm,False
