Run,Base_Cake,Desiccator,T_C,RH_pct,RH_Sensor,Initial_g,Final_g,Time_min,Pct_Change,Run_Global
8,A,17,24,80,RH01,2.4199,2.433991230302498,5631,0.5823063061489333,680
9,A,18,24,80,RH01,2.4,2.4144353676278065,5630,0.6014736511586091,681
10,A,20,24,80,RH01,2.4065,2.409796313656865,5629,0.1369754272539004,682
11,A,17,24,80,RH01,2.493,2.497878378134286,1440,0.19568303787750765,683
12,A,18,24,80,RH01,2.4084,2.4285329199959005,1440,0.8359458559998593,684
13,A,20,24,80,RH01,2.4395,2.4518959156065,1440,0.508133453843005,685
14,A,20,24,80,RH02,2.4218,2.4393447351666917,480,0.7244502092118064,686
15,A,18,24,80,RH03,2.3842,2.3968003900171104,960,0.5284955128391307,687
16,A,17,24,80,RH01,2.3832,2.3958053844949387,2880,0.5289268418487225,688
17,A,20,24,80,RH02,2.4071,2.426392548848094,1440,0.801485141792787,689
18,B,20,24,80,RH02,2.4422,2.4530831096138312,1440,0.4456272874388297,690
19,A,3,24,56,RH03,2.4438,2.453118634948388,1440,0.38131741338849445,691
20,B,3,24,56,RH03,2.4488,2.457134469188677,1440,0.34034911747293806,692
21,A,2,24,33,RH04,2.4388,2.453106979526781,1440,0.586640131490116,693
22,B,2,24,33,RH04,2.4288,2.448254132128786,1440,0.8009771133393535,694
23,A,1,24,11,RH04,2.3825,2.388494794307386,1440,0.2516178093341601,695
24,B,1,24,11,RH04,2.5488,2.5577388035427355,1440,0.35070635368548236,696
1,A,4,24,80,RH03,2.4073,2.4302678895830145,5,0.9540933653061239,697
2,A,18,24,80,RH03,2.3836,2.397400243895879,10,0.578966432953468,698
3,A,17,24,80,RH03,2.4041,2.424043292372009,15,0.8295533618405586,699
4,A,20,24,80,RH03,2.3681,2.369860253441834,20,0.07433188808892047,700
5,A,19,24,80,RH03,2.3895,2.403839749830884,30,0.6001150797607931,701
6,A,7,24,80,RH03,2.4102,2.429165604430835,61,0.7868892386870316,702
7,A,4,24,80,RH02,2.3848,2.397789652572872,284,0.5446851967826368,703
8,A,17,24,80,RH01,2.4199,2.440218547878862,5631,0.8396441125196037,704
9,A,18,24,80,RH01,2.4,2.408755523159277,5630,0.3648134649698783,705
10,A,20,24,80,RH01,2.4065,2.42918858384442,5629,0.942804232055681,706
11,A,17,24,80,RH01,2.493,2.5231570590665484,1440,1.2096694370857815,707
12,A,18,24,80,RH01,2.4084,2.418302098833111,1440,0.41114843186810035,708
13,A,20,24,80,RH01,2.4395,2.448924989797128,1440,0.3863492435797647,709
14,A,20,24,80,RH02,2.4218,2.4449527795800514,480,0.9560153431353224,710
15,A,18,24,80,RH03,2.3842,2.4078958877295538,960,0.9938716437192303,711
16,A,17,24,80,RH01,2.3832,2.3918543999498647,2880,0.3631419918540081,712
17,A,20,24,80,RH02,2.4071,2.4165826249377056,1440,0.3939439548712475,713
18,B,20,24,80,RH02,2.4422,2.443672840142338,1440,0.06030792491761776,714
19,A,3,24,56,RH03,2.4438,2.4497727551195454,1440,0.2444044160547273,715
20,B,3,24,56,RH03,2.4488,2.450975332148474,1440,0.08883257711835668,716
21,A,2,24,33,RH04,2.4388,2.4512279914899238,1440,0.5095945337839792,717
22,B,2,24,33,RH04,2.4288,2.45386504827561,1440,1.0319930943515438,718
23,A,1,24,11,RH04,2.3825,2.3877532644938197,1440,0.22049378777838025,719
24,B,1,24,11,RH04,2.5488,2.565435197559988,1440,0.6526678264276475,720
1,A,4,24,80,RH03,2.4073,2.4194607380352613,5,0.5051608871042693,721
2,A,18,24,80,RH03,2.3836,2.4008202192245847,10,0.7224458476499716,722
3,A,17,24,80,RH03,2.4041,2.4085039119638867,15,0.18318339353132415,723
4,A,20,24,80,RH03,2.3681,2.383130873559816,20,0.634722923855239,724
5,A,19,24,80,RH03,2.3895,2.403118612654576,30,0.5699356624639502,725
6,A,7,24,80,RH03,2.4102,2.426293758109537,61,0.6677353792024338,726
7,A,4,24,80,RH02,2.3848,2.3992697881459737,284,0.6067505931723367,727
8,A,17,24,80,RH01,2.4199,2.450308222425712,5631,1.256590041973289,728
9,A,18,24,80,RH01,2.4,2.4078882721133903,5630,0.3286780047245993,729
10,A,20,24,80,RH01,2.4065,2.415180267483364,5629,0.36070091349943584,730
11,A,17,24,80,RH01,2.493,2.501303132002869,1440,0.3330578420725733,731
12,A,18,24,80,RH01,2.4084,2.4169102467186434,1440,0.35335686425193213,732
13,A,20,24,80,RH01,2.4395,2.4475206823088067,1440,0.32878386180803143,733
14,A,20,24,80,RH02,2.4218,2.443032040705109,480,0.8767049593322725,734
15,A,18,24,80,RH03,2.3842,2.4067581386841725,960,0.9461512743969747,735
16,A,17,24,80,RH01,2.3832,2.3915120322982086,2880,0.3487761118751531,736
17,A,20,24,80,RH02,2.4071,2.4136062306999424,1440,0.27029332806873857,737
18,B,20,24,80,RH02,2.4422,2.453156104787385,1440,0.44861619799298724,738
19,A,3,24,56,RH03,2.4438,2.461148036328693,1440,0.7098795453266669,739
20,B,3,24,56,RH03,2.4488,2.4513923332205056,1440,0.10586136967109534,740
21,A,2,24,33,RH04,2.4388,2.462803927055011,1440,0.9842515603990067,741
22,B,2,24,33,RH04,2.4288,2.4456883918704837,1440,0.6953389274738083,742
23,A,1,24,11,RH04,2.3825,2.392117903100357,1440,0.4036895320191879,743
24,B,1,24,11,RH04,2.5488,2.5660683778147155,1440,0.6775101151410693,744
1,A,4,24,80,RH03,2.4073,2.4245739008828164,5,0.7175632818018617,745
2,A,18,24,80,RH03,2.3836,2.4103692906158103,10,1.1230613616299023,746
3,A,17,24,80,RH03,2.4041,2.4153251235111446,15,0.4669158317517767,747
4,A,20,24,80,RH03,2.3681,2.374742776885625,20,0.2805108266384434,748
5,A,19,24,80,RH03,2.3895,2.392037750113978,30,0.10620423159564063,749
6,A,7,24,80,RH03,2.4102,2.4174479772531963,61,0.300720988017432,750
7,A,4,24,80,RH02,2.3848,2.396963956385272,284,0.5100619081378738,751
8,A,17,24,80,RH01,2.4199,2.4455114317217803,5631,1.058367359055339,752
9,A,18,24,80,RH01,2.4,2.4087531986469397,5630,0.36471661028915825,753
10,A,20,24,80,RH01,2.4065,2.420629437116857,5629,0.5871363854916681,754
11,A,17,24,80,RH01,2.493,2.505840773160272,1440,0.5150731311781784,755
12,A,18,24,80,RH01,2.4084,2.429510059079317,1440,0.8765179820344287,756
13,A,20,24,80,RH01,2.4395,2.470678754958756,1440,1.278079727762087,757
14,A,20,24,80,RH02,2.4218,2.430536386017225,480,0.36073936812390395,758
15,A,18,24,80,RH03,2.3842,2.393097075443444,960,0.37316816724453034,759
16,A,17,24,80,RH01,2.3832,2.403057972606693,2880,0.833248263120719,760
17,A,20,24,80,RH02,2.4071,2.424541063014038,1440,0.7245674468878838,761
18,B,20,24,80,RH02,2.4422,2.4681977055044344,1440,1.0645199207449945,762
19,A,3,24,56,RH03,2.4438,2.4538736459656034,1440,0.41221237276386985,763
20,B,3,24,56,RH03,2.4488,2.472571531083193,1440,0.9707420403133358,764
21,A,2,24,33,RH04,2.4388,2.457484735830512,1440,0.7661446543591931,765
22,B,2,24,33,RH04,2.4288,2.4516661127917287,1440,0.9414572130981924,766
23,A,1,24,11,RH04,2.3825,2.4032465402327103,1440,0.8707886771337041,767
24,B,1,24,11,RH04,2.5488,2.574059748957178,1440,0.9910447644843926,768
1,A,4,24,80,RH03,2.4073,2.41861104993576,5,0.4698645759049391,769
2,A,18,24,80,RH03,2.3836,2.397043840228948,10,0.5640141059300153,770
3,A,17,24,80,RH03,2.4041,2.425303024619148,15,0.8819526899524942,771
4,A,20,24,80,RH03,2.3681,2.374610363912605,20,0.27491929870381127,772
5,A,19,24,80,RH03,2.3895,2.4045682346146555,30,0.6306019926618776,773
6,A,7,24,80,RH03,2.4102,2.4198889643835857,61,0.401998356301783,774
7,A,4,24,80,RH02,2.3848,2.397406611961205,284,0.528623446880458,775
8,A,17,24,80,RH01,2.4199,2.44176465698697,5631,0.9035355587821827,776
9,A,18,24,80,RH01,2.4,2.413855913289743,5630,0.577329720405954,777
10,A,20,24,80,RH01,2.4065,2.4193490486594134,5629,0.5339309644468523,778
11,A,17,24,80,RH01,2.493,2.495793235921611,1440,0.11204315770602412,779
12,A,18,24,80,RH01,2.4084,2.42631551126526,1440,0.743876069808182,780
13,A,20,24,80,RH01,2.4395,2.4569093759796807,1440,0.7136452543423224,781
14,A,20,24,80,RH02,2.4218,2.4501102708667037,480,1.1689764169916412,782
15,A,18,24,80,RH03,2.3842,2.3943964253966747,960,0.42766652951408723,783
16,A,17,24,80,RH01,2.3832,2.397159477182666,2880,0.5857450982991819,784
17,A,20,24,80,RH02,2.4071,2.42141779439518,1440,0.5948151051132066,785
18,B,20,24,80,RH02,2.4422,2.4619061605520907,1440,0.8069019962366109,786
19,A,3,24,56,RH03,2.4438,2.4585533784140328,1440,0.603706457731107,787
20,B,3,24,56,RH03,2.4488,2.465881899208344,1440,0.6975620388902464,788
21,A,2,24,33,RH04,2.4388,2.4482154731025023,1440,0.3860699156348301,789
22,B,2,24,33,RH04,2.4288,2.450195481931681,1440,0.8809075235376022,790
23,A,1,24,11,RH04,2.3825,2.387551981897459,1440,0.21204541017667394,791
24,B,1,24,11,RH04,2.5488,2.55737818241158,1440,0.33655769034761607,792
1,A,4,24,80,RH03,2.4073,2.4284484672494324,5,0.8785139886774478,793
2,A,18,24,80,RH03,2.3836,2.3851027150812723,10,0.06304392856487288,794
3,A,17,24,80,RH03,2.4041,2.4125702079609237,15,0.3523234458185421,795
4,A,20,24,80,RH03,2.3681,2.3830939463240206,20,0.6331635625193409,796
5,A,19,24,80,RH03,2.3895,2.4131478590035664,30,0.9896572087703065,797
6,A,7,24,80,RH03,2.4102,2.4222576261622857,61,0.5002749216780997,798
7,A,4,24,80,RH02,2.3848,2.3932288405062256,284,0.3534401419920259,799
8,A,17,24,80,RH01,2.4199,2.4461401159770184,5631,1.0843471208321935,800
9,A,18,24,80,RH01,2.4,2.402054299917003,5630,0.08559582987512546,801
10,A,20,24,80,RH01,2.4065,2.403139520396181,5629,-0.1396417869860249,802
11,A,17,24,80,RH01,2.493,2.5092544680719486,1440,0.6520043350159946,803
12,A,18,24,80,RH01,2.4084,2.4172962378182072,1440,0.3693837326942105,804
13,A,20,24,80,RH01,2.4395,2.4447115076278285,1440,0.21363015486078038,805
14,A,20,24,80,RH02,2.4218,2.4395398529322088,480,0.7325069341898005,806
15,A,18,24,80,RH03,2.3842,2.3983416489853195,960,0.5931402141313509,807
16,A,17,24,80,RH01,2.3832,2.391559703421685,2880,0.3507764107789907,808
17,A,20,24,80,RH02,2.4071,2.4103714578458773,1440,0.1359086803987145,809
18,B,20,24,80,RH02,2.4422,2.4639246345246835,1440,0.8895518190436211,810
19,A,3,24,56,RH03,2.4438,2.455780662072288,1440,0.49024724086619137,811
20,B,3,24,56,RH03,2.4488,2.462716578624504,1440,0.5683019693116772,812
21,A,2,24,33,RH04,2.4388,2.4403204076394465,1440,0.06234244872258431,813
22,B,2,24,33,RH04,2.4288,2.437736589410172,1440,0.36794258111709727,814
23,A,1,24,11,RH04,2.3825,2.396628268714033,1440,0.593001834796775,815
24,B,1,24,11,RH04,2.5488,2.5635159914553785,1440,0.5773694073830233,816
1,A,4,24,80,RH03,2.4073,2.410779467432439,5,0.1445381727428649,817
2,A,18,24,80,RH03,2.3836,2.4063187919308078,10,0.9531293812220102,818
3,A,17,24,80,RH03,2.4041,2.4160088210560797,15,0.49535464648224276,819
4,A,20,24,80,RH03,2.3681,2.3883517247763515,20,0.8551887494764324,820
5,A,19,24,80,RH03,2.3895,2.4043822266455086,30,0.6228176039133143,821
6,A,7,24,80,RH03,2.4102,2.4260356398264133,61,0.65702596574613,822
7,A,4,24,80,RH02,2.3848,2.401277303029693,284,0.6909301840696668,823
8,A,17,24,80,RH01,2.4199,2.435733709833157,5631,0.6543125680051616,824
9,A,18,24,80,RH01,2.4,2.4171076038710466,5630,0.7128168279602795,825
10,A,20,24,80,RH01,2.4065,2.4286096166912907,5629,0.9187457590397198,826
11,A,17,24,80,RH01,2.493,2.507433381828197,1440,0.5789563509104283,827
12,A,18,24,80,RH01,2.4084,2.4260463739493283,1440,0.7327011272765505,828
13,A,20,24,80,RH01,2.4395,2.4515286693213585,1440,0.49307929171382286,829
14,A,20,24,80,RH02,2.4218,2.444856387617127,480,0.9520351646348503,830
15,A,18,24,80,RH03,2.3842,2.3917598764202905,960,0.31708230938221027,831
16,A,17,24,80,RH01,2.3832,2.408468643719139,2880,1.0602821298732354,832
17,A,20,24,80,RH02,2.4071,2.419326927391012,1440,0.5079526148066992,833
18,B,20,24,80,RH02,2.4422,2.4488495318975,1440,0.2722763040496162,834
19,A,3,24,56,RH03,2.4438,2.451514697878389,1440,0.3156845027575438,835
20,B,3,24,56,RH03,2.4488,2.4608564590439803,1440,0.49234151600704223,836
21,A,2,24,33,RH04,2.4388,2.448217303529228,1440,0.38614497003559056,837
22,B,2,24,33,RH04,2.4288,2.4289554421807824,1440,0.0063999580361726455,838
23,A,1,24,11,RH04,2.3825,2.3775643225129195,1440,-0.20716379798868195,839
24,B,1,24,11,RH04,2.5488,2.5597940915937407,1440,0.43134383214613786,840
1,A,4,24,80,RH03,2.4073,2.4254929301657606,5,0.7557400475952478,841
2,A,18,24,80,RH03,2.3836,2.399037081932812,10,0.6476372685354931,842
3,A,17,24,80,RH03,2.4041,2.409627197962909,15,0.22990715706122927,843
4,A,20,24,80,RH03,2.3681,2.38007516421256,20,0.5056865931573862,844
5,A,19,24,80,RH03,2.3895,2.401899575198529,30,0.5189192382728218,845
6,A,7,24,80,RH03,2.4102,2.4143573682783246,61,0.17249059324224003,846
7,A,4,24,80,RH02,2.3848,2.407956872810163,284,0.9710194905301488,847
8,A,17,24,80,RH01,2.4199,2.438852867020892,5631,0.7832086871726951,848
9,A,18,24,80,RH01,2.4,2.410889057948426,5630,0.45371074785109194,849
10,A,20,24,80,RH01,2.4065,2.4192079023146214,5629,0.5280657516983789,850
11,A,17,24,80,RH01,2.493,2.50752209502064,1440,0.5825148423842827,851
12,A,18,24,80,RH01,2.4084,2.4061717372286604,1440,-0.09252046052729918,852
13,A,20,24,80,RH01,2.4395,2.450376432326023,1440,0.44584678524382415,853
14,A,20,24,80,RH02,2.4218,2.429438471644597,480,0.31540472560065835,854
15,A,18,24,80,RH03,2.3842,2.389433652717225,960,0.21951399703150748,855
16,A,17,24,80,RH01,2.3832,2.393582885345982,2880,0.4356699121341975,856
17,A,20,24,80,RH02,2.4071,2.432598553716338,1440,1.0593059580548525,857
18,B,20,24,80,RH02,2.4422,2.4538447728850303,1440,0.4768148753185728,858
19,A,3,24,56,RH03,2.4438,2.460705593403235,1440,0.6917748344068639,859
20,B,3,24,56,RH03,2.4488,2.4751799720743737,1440,1.0772611921910247,860
21,A,2,24,33,RH04,2.4388,2.451918039638484,1440,0.5378891109760544,861
22,B,2,24,33,RH04,2.4288,2.443374734260931,1440,0.6000796385429535,862
23,A,1,24,11,RH04,2.3825,2.397701436792302,1440,0.6380456156265321,863
24,B,1,24,11,RH04,2.5488,2.5714738746227943,1440,0.8895901845101364,864
1,A,4,24,80,RH03,2.4073,2.4273977247547647,5,0.83486581459579,865
2,A,18,24,80,RH03,2.3836,2.3921673600491724,10,0.3594294365318203,866
3,A,17,24,80,RH03,2.4041,2.4261027612195747,15,0.9152182196903025,867
4,A,20,24,80,RH03,2.3681,2.381817926871616,20,0.5792798814077152,868
5,A,19,24,80,RH03,2.3895,2.4168019075654144,30,1.1425782617875873,869
6,A,7,24,80,RH03,2.4102,2.4177497985625216,61,0.3132436545731255,870
7,A,4,24,80,RH02,2.3848,2.409620739433365,284,1.0407891409495669,871
8,A,17,24,80,RH01,2.4199,2.4339202529147044,5631,0.579373235038812,872
9,A,18,24,80,RH01,2.4,2.407789790373976,5630,0.3245745989156612,873
10,A,20,24,80,RH01,2.4065,2.415520386221045,5629,0.3748342497837088,874
11,A,17,24,80,RH01,2.493,2.5035677224820145,1440,0.42389580754170286,875
12,A,18,24,80,RH01,2.4084,2.4239883637959427,1440,0.647249783920564,876
13,A,20,24,80,RH01,2.4395,2.456011771519188,1440,0.6768506464106594,877
14,A,20,24,80,RH02,2.4218,2.430225199991385,480,0.347889998818428,878
15,A,18,24,80,RH03,2.3842,2.3964236413433944,960,0.5126936223217217,879
16,A,17,24,80,RH01,2.3832,2.410909016155931,2880,1.162681107583544,880
17,A,20,24,80,RH02,2.4071,2.432092027494248,1440,1.0382629510302164,881
18,B,20,24,80,RH02,2.4422,2.4573090556153034,1440,0.6186657773852793,882
19,A,3,24,56,RH03,2.4438,2.457387757668702,1440,0.5560093980154774,883
20,B,3,24,56,RH03,2.4488,2.457024682322271,1440,0.33586582498656137,884
21,A,2,24,33,RH04,2.4388,2.4495986903015963,1440,0.44278703877301095,885
22,B,2,24,33,RH04,2.4288,2.436233345363283,1440,0.30605012200605675,886
23,A,1,24,11,RH04,2.3825,2.399514832979025,1440,0.7141587819108061,887
24,B,1,24,11,RH04,2.5488,2.5716260010766034,1440,0.8955587365271298,888
1,A,4,24,80,RH03,2.4073,2.410965602958364,5,0.15227030109932013,889
2,A,18,24,80,RH03,2.3836,2.385523268106596,10,0.08068753593707646,890
3,A,17,24,80,RH03,2.4041,2.4182201338510003,15,0.587335545567996,891
4,A,20,24,80,RH03,2.3681,2.387853020471248,20,0.8341294907836636,892
5,A,19,24,80,RH03,2.3895,2.413996635656216,30,1.0251783074373795,893
6,A,7,24,80,RH03,2.4102,2.4194150314489,61,0.3823347211393112,894
7,A,4,24,80,RH02,2.3848,2.4049182741547006,284,0.8436042500293861,895
8,A,17,24,80,RH01,2.4199,2.4322039200639662,5631,0.5084474591498028,896
9,A,18,24,80,RH01,2.4,2.411237083440426,5630,0.46821181001775275,897
10,A,20,24,80,RH01,2.4065,2.425393382918685,5629,0.7850979812460017,898
11,A,17,24,80,RH01,2.493,2.5108423228076537,1440,0.7156968635240214,899
12,A,18,24,80,RH01,2.4084,2.409533931387357,1440,0.047082352904720556,900
13,A,20,24,80,RH01,2.4395,2.462991460549469,1440,0.9629621049177766,901
14,A,20,24,80,RH02,2.4218,2.4444202757244238,480,0.9340274062442646,902
15,A,18,24,80,RH03,2.3842,2.392123440221183,960,0.33233118954714225,903
16,A,17,24,80,RH01,2.3832,2.398422476942664,2880,0.6387410600312227,904
17,A,20,24,80,RH02,2.4071,2.423184460184204,1440,0.6682090558848527,905
18,B,20,24,80,RH02,2.4422,2.4521408092016266,1440,0.40704320701115515,906
19,A,3,24,56,RH03,2.4438,2.4515838204402987,1440,0.3185129896185729,907
20,B,3,24,56,RH03,2.4488,2.470023942848999,1440,0.866707891579521,908
21,A,2,24,33,RH04,2.4388,2.455458956171075,1440,0.6830800463783345,909
22,B,2,24,33,RH04,2.4288,2.4452523693057264,1440,0.6773867467772801,910
23,A,1,24,11,RH04,2.3825,2.3745290416190463,1440,-0.33456278618902496,911
24,B,1,24,11,RH04,2.5488,2.554607160596168,1440,0.22783900644100202,912
1,A,4,24,80,RH03,2.4073,2.417200447765281,5,0.4112677175790667,913
2,A,18,24,80,RH03,2.3836,2.3879881845175075,10,0.18409903161216454,914
3,A,17,24,80,RH03,2.4041,2.4072636887926584,15,0.13159555728373487,915
4,A,20,24,80,RH03,2.3681,2.388660981745573,20,0.8682480362135455,916
5,A,19,24,80,RH03,2.3895,2.398572683938396,30,0.37968963960644014,917
6,A,7,24,80,RH03,2.4102,2.4252384709672423,61,0.6239511645192183,918
7,A,4,24,80,RH02,2.3848,2.3968652714104666,284,0.5059238263362447,919
8,A,17,24,80,RH01,2.4199,2.435946653293392,5631,0.6631122481669514,920
9,A,18,24,80,RH01,2.4,2.4130331176156337,5630,0.5430465673180729,921
10,A,20,24,80,RH01,2.4065,2.4097512376374706,5629,0.13510233274343258,922
11,A,17,24,80,RH01,2.493,2.5134146795426453,1440,0.8188800458341524,923
12,A,18,24,80,RH01,2.4084,2.417356189935343,1440,0.3718730250516099,924
13,A,20,24,80,RH01,2.4395,2.440793555374658,1440,0.053025430402059884,925
14,A,20,24,80,RH02,2.4218,2.4312829321095184,480,0.39156545171022494,926
15,A,18,24,80,RH03,2.3842,2.4073321744784906,960,0.9702279371902817,927
16,A,17,24,80,RH01,2.3832,2.4016713853674143,2880,0.7750665226340352,928
17,A,20,24,80,RH02,2.4071,2.4170991983418,1440,0.41540435967763734,929
18,B,20,24,80,RH02,2.4422,2.450837034302778,1440,0.35365794377109716,930
19,A,3,24,56,RH03,2.4438,2.471733230166678,1440,1.1430243950682604,931
20,B,3,24,56,RH03,2.4488,2.4665635850277736,1440,0.7253995846036326,932
21,A,2,24,33,RH04,2.4388,2.4590197258630786,1440,0.8290850362095505,933
22,B,2,24,33,RH04,2.4288,2.440702217527579,1440,0.4900451880590884,934
23,A,1,24,11,RH04,2.3825,2.3934855894536646,1440,0.46109504527449285,935
24,B,1,24,11,RH04,2.5488,2.561404149310762,1440,0.4945130771642356,936
1,A,4,24,80,RH03,2.4073,2.425072827801192,5,0.7382888630910953,937
2,A,18,24,80,RH03,2.3836,2.3963661746402307,10,0.5355837657421874,938
3,A,17,24,80,RH03,2.4041,2.421885340028902,15,0.7397920231646713,939
4,A,20,24,80,RH03,2.3681,2.3798406851999347,20,0.4957850259674276,940
5,A,19,24,80,RH03,2.3895,2.402489096361781,30,0.5435905570948281,941
6,A,7,24,80,RH03,2.4102,2.4082848501304226,61,-0.07946020535961854,942
7,A,4,24,80,RH02,2.3848,2.4037567347158912,284,0.7948983024107446,943
8,A,17,24,80,RH01,2.4199,2.434998882388477,5631,0.6239465427694123,944
9,A,18,24,80,RH01,2.4,2.4196656727909893,5630,0.8194030329578921,945
10,A,20,24,80,RH01,2.4065,2.3981042842971307,5629,-0.3488766134580978,946
11,A,17,24,80,RH01,2.493,2.521582554417055,1440,1.1465124114342176,947
12,A,18,24,80,RH01,2.4084,2.419915117018653,1440,0.47812311155344434,948
13,A,20,24,80,RH01,2.4395,2.460295635944293,1440,0.852454845021248,949
14,A,20,24,80,RH02,2.4218,2.4268380274770625,480,0.20802822186234532,950
15,A,18,24,80,RH03,2.3842,2.4009807666333502,960,0.7038321715187642,951
16,A,17,24,80,RH01,2.3832,2.3880611400895337,2880,0.20397533104790852,952
17,A,20,24,80,RH02,2.4071,2.415112497204128,1440,0.3328693117912841,953
18,B,20,24,80,RH02,2.4422,2.4628512810673944,1440,0.8456015505443544,954
19,A,3,24,56,RH03,2.4438,2.4581018473664296,1440,0.5852298619539074,955
20,B,3,24,56,RH03,2.4488,2.469436481139623,1440,0.8427181125295391,956
21,A,2,24,33,RH04,2.4388,2.4525822848775927,1440,0.565125671543078,957
22,B,2,24,33,RH04,2.4288,2.4607148418858595,1440,1.3140168760647106,958
23,A,1,24,11,RH04,2.3825,2.3944771696482023,1440,0.5027143608899266,959
24,B,1,24,11,RH04,2.5488,2.5711126062741667,1440,0.8754161281452746,960
1,A,4,24,80,RH03,2.4073,2.42780195773523,5,0.8516577798874119,961
2,A,18,24,80,RH03,2.3836,2.404482936309001,10,0.8761090916681005,962
3,A,17,24,80,RH03,2.4041,2.421208033980341,15,0.7116190666087377,963
4,A,20,24,80,RH03,2.3681,2.3722938701984893,20,0.17709852618086896,964
5,A,19,24,80,RH03,2.3895,2.4136346539393005,30,1.0100294596903365,965
6,A,7,24,80,RH03,2.4102,2.414444275001239,61,0.17609638209439168,966
7,A,4,24,80,RH02,2.3848,2.3993661351725057,284,0.6107906395717014,967
8,A,17,24,80,RH01,2.4199,2.4270076636116142,5631,0.29371724499417656,968
9,A,18,24,80,RH01,2.4,2.41201820390453,5630,0.5007584960220839,969
10,A,20,24,80,RH01,2.4065,2.421387300221186,5629,0.6186287230910453,970
11,A,17,24,80,RH01,2.493,2.5083670306143526,1440,0.6164071646350878,971
12,A,18,24,80,RH01,2.4084,2.4239721418335005,1440,0.6465762262705798,972
13,A,20,24,80,RH01,2.4395,2.4639953459226054,1440,1.00411338071759,973
14,A,20,24,80,RH02,2.4218,2.43768846811422,480,0.6560602904541966,974
15,A,18,24,80,RH03,2.3842,2.3948514852504204,960,0.44675300941282103,975
16,A,17,24,80,RH01,2.3832,2.4024854776183946,2880,0.8092261504865143,976
17,A,20,24,80,RH02,2.4071,2.4282064432416712,1440,0.8768411466773892,977
18,B,20,24,80,RH02,2.4422,2.453280223739507,1440,0.4536984579275521,978
19,A,3,24,56,RH03,2.4438,2.4616483378429783,1440,0.7303518226932788,979
20,B,3,24,56,RH03,2.4488,2.4701829055192563,1440,0.8731993433214833,980
21,A,2,24,33,RH04,2.4388,2.4503838933030355,1440,0.474983323890251,981
22,B,2,24,33,RH04,2.4288,2.440778689639921,1440,0.49319374340914096,982
23,A,1,24,11,RH04,2.3825,2.3950003512425884,1440,0.5246737142744398,983
24,B,1,24,11,RH04,2.5488,2.545454183048374,1440,-0.13127028215732248,984
1,A,4,24,80,RH03,2.4073,2.431333316116105,5,0.9983515189674986,985
2,A,18,24,80,RH03,2.3836,2.3899382687904454,10,0.26591159550450627,986
3,A,17,24,80,RH03,2.4041,2.409451100958016,15,0.2225822951630893,987
4,A,20,24,80,RH03,2.3681,2.365115790615925,20,-0.1260170340811226,988
5,A,19,24,80,RH03,2.3895,2.397345002711688,30,0.32831147569315194,989
6,A,7,24,80,RH03,2.4102,2.413166306939788,61,0.12307306197776345,990
7,A,4,24,80,RH02,2.3848,2.4089485932616794,284,1.01260454804091,991
8,A,17,24,80,RH01,2.4199,2.4398144491235008,5631,0.8229451268027852,992
9,A,18,24,80,RH01,2.4,2.4075253175147204,5630,0.3135548964466883,993
10,A,20,24,80,RH01,2.4065,2.4352752602966827,5629,1.1957307416032774,994
11,A,17,24,80,RH01,2.493,2.5133062240772097,1440,0.8145296460974663,995
12,A,18,24,80,RH01,2.4084,2.418576708287873,1440,0.42255058494740094,996
13,A,20,24,80,RH01,2.4395,2.433893499275697,1440,-0.22982171446209013,997
14,A,20,24,80,RH02,2.4218,2.451037974166901,480,1.2072827717772177,998
15,A,18,24,80,RH03,2.3842,2.3866587839742266,960,0.10312825997092188,999
16,A,17,24,80,RH01,2.3832,2.383828697118757,2880,0.02638037591292353,1000
17,A,20,24,80,RH02,2.4071,2.427001207860671,1440,0.8267711296028952,1001
18,B,20,24,80,RH02,2.4422,2.4769581798856226,1440,1.423232326821,1002
19,A,3,24,56,RH03,2.4438,2.4606420033227514,1440,0.68917273601569,1003
20,B,3,24,56,RH03,2.4488,2.470716160924764,1440,0.894975535967177,1004
21,A,2,24,33,RH04,2.4388,2.457034385134316,1440,0.7476785769360372,1005
22,B,2,24,33,RH04,2.4288,2.443554926384909,1440,0.6074986159794616,1006
23,A,1,24,11,RH04,2.3825,2.394441615618338,1440,0.5012220616301484,1007
24,B,1,24,11,RH04,2.5488,2.556064196204039,1440,0.2850045591666256,1008
1,A,4,24,80,RH03,2.4073,2.407591595183563,5,0.012112955741399012,1009
2,A,18,24,80,RH03,2.3836,2.395291512996716,10,0.4904981119615755,1010
3,A,17,24,80,RH03,2.4041,2.409471304357896,15,0.22342266785474862,1011
4,A,20,24,80,RH03,2.3681,2.372573890413704,20,0.18892320483527095,1012
5,A,19,24,80,RH03,2.3895,2.4032149712225435,30,0.573968245346035,1013
6,A,7,24,80,RH03,2.4102,2.4327980517316434,61,0.9376006859033817,1014
7,A,4,24,80,RH02,2.3848,2.403770964325983,284,0.795494981800696,1015
8,A,17,24,80,RH01,2.4199,2.421082116767877,5631,0.04884981891304258,1016
9,A,18,24,80,RH01,2.4,2.4053546774166934,5630,0.22311155902889532,1017
10,A,20,24,80,RH01,2.4065,2.4258056975916804,5629,0.8022313563964492,1018
