Run,Base_Cake,Desiccator,T_C,RH_pct,Initial_g,Final_g,Time_min,Pct_Change,RH_Sensor,Run_Global
571,A,16.74237111,24,64.21264673,2.38165841,2.348067982,-165.3945389,-1.450626959,RH03,571
572,A,2.338989719,24,36.93272742,2.448187642,2.171195016,-511.8841762,-11.91338184,RH03,572
573,A,7.061095462,24,51.35982456,2.409928218,2.682207546,3203.693802,11.2576889,RH01,573
574,A,9.819911687,24,73.06772544,2.406118989,2.608756,603.9228744,8.211659329,RH03,574
575,A,12.02980706,24,83.05368997,2.411520527,2.826949205,3501.852277,17.27433747,RH01,575
576,A,10.50867303,24,72.6243628,2.439944442,2.700229702,1053.97399,10.75225448,RH03,576
577,A,17.53511693,24,93.05611453,2.399301032,2.326971854,-315.9778486,-3.060453173,RH02,577
578,A,26.10468931,24,91.89156591,2.407415123,2.753203748,3514.655482,14.36676345,RH03,578
579,A,11.68609952,24,73.44893669,2.387250097,2.658370197,2566.544757,11.27558712,RH01,579
580,A,2.394776191,24,55.84663343,2.412030142,2.548313544,622.6862433,5.785531918,RH04,580
581,A,7.266302966,24,26.51155807,2.372830242,2.363701759,-343.1233048,-0.234772866,RH03,581
582,A,20.52299982,24,40.06896803,2.370348869,2.595838941,3867.718878,9.463606536,RH03,582
583,A,12.54563471,24,42.31551127,2.401196474,2.97870004,4646.911499,24.12650983,RH01,583
584,A,20.4636484,24,92.58058227,2.395394709,2.726595993,2594.217451,13.67794827,RH04,584
585,A,5.397508066,24.00000001,49.45614011,2.334811876,2.371119369,40.58602471,1.854049882,RH01,585
586,A,23.00279289,24,112.847275,2.35412023,2.842858826,3868.154044,20.53482491,RH01,586
587,A,10.26461361,24,96.08230606,2.350490474,2.156745012,-2042.882002,-7.809704749,RH01,587
588,A,8.084756282,24,60.76984023,2.444121069,2.412418342,1500.499632,-1.578850724,RH03,588
589,A,31.17246128,24,87.08735675,2.368197501,3.066692637,5190.882461,29.13878457,RH01,589
590,A,18.79540092,24,98.40978373,2.388373876,2.590218513,1726.067891,8.483926619,RH01,590
591,A,16.32511689,24,71.14148411,2.407407981,2.829729114,4299.334319,17.72075854,RH03,591
592,A,8.088117154,24,51.27306493,2.473242601,2.781264494,2657.084892,12.57854448,RH03,592
593,A,14.47836211,24,52.35802438,2.38862093,2.15902258,-720.6902107,-9.541151027,RH03,593
594,A,7.753524783,24,47.04440584,2.46345856,2.757098488,3167.909438,11.91391317,RH03,594
595,A,23.02676167,24,84.24423073,2.426976022,3.292777476,5167.515549,35.84052989,RH01,595
596,A,17.72024367,24,75.53579065,2.401477105,2.740812839,2358.082474,14.14421621,RH01,596
597,A,10.09704988,24,83.94366836,2.418105479,2.694167547,2957.951722,11.46491633,RH01,597
598,A,19.05007862,23.99999999,99.18239039,2.413839951,2.697228622,-49.25140701,11.6312813,RH01,598
599,A,23.61666953,24,101.1722993,2.379533481,3.011564316,2796.829369,26.466122,RH01,599
600,A,4.665419945,24,78.11533464,2.447440451,2.79715139,3040.46571,14.47028348,RH01,600
601,A,18.16849633,24,59.39074336,2.390585896,2.481603561,-1251.905542,3.796997212,RH03,601
602,A,7.137858806,24,66.56128071,2.41516763,2.857205853,4963.019306,18.33215391,RH02,602
603,A,18.28320025,24,84.29487051,2.408349413,2.749234888,832.2472565,14.12919305,RH02,603
604,A,22.43391683,24,69.55715727,2.377237793,2.953544588,4009.278749,24.1220291,RH02,604
605,A,28.02668782,24,106.8523814,2.427505316,3.078493981,4155.596436,26.82073828,RH01,605
606,A,19.67316479,24,86.64582314,2.399520506,2.665074437,-400.280839,11.08927594,RH01,606
607,A,14.5763673,24,65.49176237,2.452944047,2.641004939,994.1199039,7.563558139,RH03,607
608,A,14.52843067,24,56.51910469,2.369650716,2.709171135,3129.033046,14.31047116,RH03,608
609,A,-7.139402305,24,7.013047259,2.403198429,2.385784047,2378.527183,-0.636829732,RH01,609
610,A,18.55529869,24,75.88255228,2.381521053,2.501405492,874.8862094,5.097254768,RH03,610
611,A,23.46669838,24,95.13922246,2.349850208,2.69457378,1527.511827,14.68075127,RH04,611
612,A,4.90436693,24,51.36882694,2.401908536,2.338358535,-1139.801127,-2.676797137,RH03,612
613,A,13.44210559,24,62.57010394,2.431383912,2.791972864,2811.448928,14.92505848,RH01,613
614,A,16.05298699,24,87.14662089,2.35101313,2.492990221,1660.386616,6.246895444,RH03,614
615,A,18.80322999,24,91.74010665,2.407460443,2.872164468,2044.059408,19.43001563,RH01,615
616,A,14.42649874,24,74.70175316,2.373500128,2.576535084,852.5734416,8.651423588,RH02,616
617,A,13.21085608,24,81.26816501,2.428167337,2.939529929,4123.139283,21.14054107,RH03,617
618,A,24.19519022,24,111.3212242,2.406697354,2.837542844,1863.973314,17.84329289,RH02,618
619,A,-2.620275062,24,52.77366634,2.425686509,2.328381694,369.8318042,-4.185978621,RH03,619
620,A,12.4476645,24,80.47889833,2.383017301,2.765668996,3069.502088,15.90349273,RH02,620
621,A,16.99875997,24,84.15078255,2.453373511,3.264833266,4910.411794,33.54624142,RH02,621
622,A,12.54740311,24,41.08536268,2.419529367,2.740268158,2112.999974,13.2024717,RH02,622
623,A,26.86987463,24,99.27524459,2.442201506,3.151028591,5249.508524,29.27590176,RH03,623
624,A,11.73004632,24,66.4588328,2.373458522,2.64588229,2227.870446,11.38036903,RH03,624
625,A,12.87565165,24,80.70402307,2.408220137,2.558617108,43.14798649,6.27431002,RH01,625
626,A,14.58493634,24,71.77034437,2.384145822,2.744082963,2996.135202,15.03232667,RH03,626
627,A,6.585945798,24,62.65612757,2.41343534,2.431379996,561.6343657,0.612300528,RH02,627
628,A,17.59334757,24,68.03732753,2.379942862,2.542110547,1049.117669,6.855825632,RH04,628
629,A,3.503806707,24,39.49779105,2.399841903,2.355839544,-766.7077938,-1.738724083,RH02,629
630,A,17.42208869,24,74.52562563,2.447628791,2.401073132,-516.2615609,-2.290146282,RH02,630
631,A,18.37878379,24,58.75993158,2.389464087,2.644016483,2512.580283,10.49625217,RH03,631
632,A,17.62653984,24,72.77035499,2.423210041,2.576964501,2234.032902,6.312070879,RH01,632
633,A,20.14117943,23.99999999,75.78932011,2.419209051,2.82761025,4086.803206,16.85993235,RH03,633
634,A,28.41321014,24,92.69295917,2.437242611,3.123621293,4625.769431,28.42003477,RH03,634
635,A,14.33049638,24,80.68799622,2.376226782,2.430122662,-423.4039142,2.43797782,RH01,635
636,A,3.927750575,24,52.07928242,2.380513644,2.526125794,1992.606968,6.21481341,RH03,636
637,A,16.7007313,24,76.47672778,2.376461218,2.566706757,1716.206972,8.003617412,RH03,637
638,A,10.34104201,23.99999999,51.55289155,2.426636902,2.763711613,450.8035336,13.83602279,RH03,638
639,A,21.19368359,24,90.55993798,2.415310812,2.788925131,1103.010348,15.45434935,RH02,639
640,A,9.532762764,24.00000001,62.50144988,2.416387721,2.279350428,-1655.916864,-5.840427672,RH03,640
641,A,8.11328932,24,69.18016588,2.413790519,2.568791908,1605.116415,6.343542124,RH04,641
642,A,14.45772314,24,88.65242358,2.420878692,3.166518757,5842.601559,30.91590664,RH01,642
643,A,16.04301891,24,92.43729553,2.425602502,2.666173641,1320.007751,9.887295707,RH01,643
644,A,4.258736101,24,51.69726062,2.432577735,2.458789483,575.0762285,1.008765073,RH02,644
645,A,14.22503004,24,50.31053572,2.399345981,2.899715739,5043.341414,20.86866389,RH04,645
646,A,4.763517533,24,80.97962053,2.438563862,2.454284912,-934.0840491,0.360410068,RH03,646
647,A,18.62358462,24,81.23001972,2.383081781,2.23552786,621.0884609,-6.088754036,RH03,647
648,A,14.10304031,24,68.11554788,2.402954524,2.385242374,-1518.360509,-0.822242438,RH01,648
649,A,19.21546899,24,64.65098245,2.345020527,2.57850258,2242.491015,9.965696465,RH01,649
650,A,6.841868871,24,40.98277984,2.44301961,2.762816124,1424.530061,13.20664328,RH01,650
651,A,8.373629508,24,44.23082609,2.398495308,2.709714425,2856.286361,12.8924057,RH03,651
652,A,29.04440877,23.99999999,87.8411439,2.374038632,2.673933207,682.5865785,12.65335398,RH01,652
653,A,6.791935144,24.00000001,56.46872466,2.342045203,1.916906071,-2610.831492,-17.39375557,RH01,653
654,A,18.69113357,24,43.46251309,2.393033463,2.843487102,4889.814768,18.88847627,RH03,654
655,A,9.801499422,24,76.12514136,2.404001965,2.411286463,-86.17687624,0.311004814,RH02,655
656,A,5.342643149,24,56.39627362,2.410824645,2.428796475,1695.583698,0.76806653,RH01,656
657,A,17.95238169,24,89.94675648,2.433946437,2.832460034,1023.540979,16.24526909,RH03,657
658,A,13.89339189,24,100.3272387,2.420147191,3.069940345,4764.665081,26.98148015,RH02,658
659,A,12.90544729,24,83.17059715,2.389620016,2.506795537,1410.6714,5.02021996,RH02,659
660,A,21.71006462,24,89.57319019,2.380855706,2.481438046,-1878.256246,4.392812779,RH04,660
661,A,20.10733587,23.99999999,77.58604118,2.404988281,2.759966093,1927.055671,14.83338523,RH01,661
662,A,13.72316893,24,71.71251671,2.447723722,2.934602028,2103.033756,20.0928048,RH03,662
663,A,14.34766769,24,54.83246772,2.385028376,2.670107678,2966.398188,12.03896023,RH03,663
664,A,19.24349606,24,66.23952785,2.420011933,2.549651264,-129.7104272,5.118875156,RH01,664
665,A,12.58124039,24,76.62847047,2.34425383,2.429820454,363.4422119,3.878522184,RH03,665
666,A,22.6919207,24,75.55263007,2.447786685,2.845462989,2548.050033,16.22474775,RH03,666
667,A,16.52282579,24,79.79309087,2.441492108,3.01859827,2731.790337,23.84803869,RH01,667
668,A,7.856842473,24,65.16934048,2.410421127,2.539144273,2587.548265,5.31587642,RH02,668
669,A,20.16872998,24,63.45035434,2.356012306,2.508049826,1178.103513,6.541272907,RH03,669
670,A,22.77814178,24,73.45022585,2.437276088,2.829629538,3139.206867,16.05200752,RH01,670
671,A,10.21859432,24,59.9688051,2.453615815,2.864058767,2058.270952,16.77380593,RH01,671
672,A,2.578608003,24,40.5036759,2.369429339,2.177331342,533.5547652,-7.837946017,RH03,672
673,B,17.66597472,24,75.22739522,2.469786134,2.806237762,1440,13.76227886,RH03,673
674,B,3.657447119,24,44.67404075,2.488676233,2.644806973,1440,6.36203274,RH04,674
675,B,9.467270077,24,71.80485371,2.375544387,2.63389649,1440,10.60339127,RH03,675
676,B,-6.939308433,24.00000001,22.869772,2.411277419,2.405256357,1440,-0.233842722,RH02,676
677,B,10.92330051,24,61.68887405,2.477763093,2.732175238,1440,10.39426642,RH04,677
678,B,-0.045140246,23.99999998,6.340812757,2.529203127,2.516763226,1440,-0.530127139,RH04,678
679,B,26.1875492,23.99999998,106.6132607,2.346925431,2.811117805,1440,19.05767867,RH03,679
680,B,13.00361836,24,76.02722483,2.469875245,2.792439243,1440,13.17852781,RH04,680
681,B,7.223773953,24.00000002,42.1749571,2.447961555,2.592447008,1440,5.924747919,RH04,681
682,B,-17.73722577,24.00000002,-35.41752374,2.545845178,2.289239277,1440,-10.54056189,RH04,682
683,B,8.563137894,24,30.34924356,2.473423883,2.579639492,1440,4.360180928,RH04,683
684,B,-2.269521723,23.99999999,29.18757678,2.448070084,2.499950136,1440,2.120097611,RH04,684
685,B,-2.800978796,24.00000001,36.4796041,2.445057105,2.525995621,1440,3.301300743,RH02,685
686,B,9.761012925,24,55.77838226,2.472305885,2.694492934,1440,9.081949683,RH04,686
687,B,-0.060307804,23.99999998,16.73234518,2.530687581,2.564418547,1440,1.346684266,RH04,687
688,B,13.59561004,24.00000001,77.43611265,2.409252605,2.719400618,1440,12.70850238,RH04,688
689,B,0.577209931,24.00000001,36.58828956,2.482087657,2.588861448,1440,4.34582272,RH04,689
690,B,-11.32130178,24.00000002,1.909761287,2.49926674,2.414874476,1440,-3.485991496,RH02,690
691,B,-4.253837274,23.99999998,4.360501753,2.497324489,2.449479097,1440,-1.969982626,RH02,691
692,B,6.206938309,24.00000001,65.45244808,2.3783412,2.597513251,1440,8.995290509,RH03,692
693,B,2.000845611,24,22.35103567,2.467752493,2.512288623,1440,1.82821578,RH04,693
694,B,0.779011375,24,48.07706286,2.462462808,2.613793595,1440,6.169200372,RH02,694
695,B,-9.019512428,23.99999999,-9.124552941,2.573852112,2.475148672,1440,-4.098642677,RH04,695
696,B,12.18918774,24.00000001,59.25987272,2.446783672,2.684600064,1440,9.741100473,RH03,696
697,B,-8.40286787,23.99999998,0.45471597,2.502030481,2.423101165,1440,-3.253461631,RH04,697
698,B,6.903593894,24.00000002,49.86355387,2.484008527,2.673507336,1440,7.734717702,RH03,698
699,B,-7.265351369,23.99999998,20.83698231,2.476077995,2.48215814,1440,0.222220938,RH04,699
700,B,2.79294667,24,41.18399563,2.429845274,2.547175498,1440,4.812133189,RH03,700
701,B,17.05282309,23.99999998,100.704656,2.357088442,2.764614032,1440,16.71063792,RH04,701
702,B,8.673674755,24,47.24170278,2.477143456,2.659368816,1440,7.449787492,RH04,702
703,B,-13.16465126,23.99999998,-7.312203544,2.510672263,2.382732531,1440,-5.27056947,RH02,703
704,B,2.246605153,24.00000002,24.80023899,2.497181453,2.563523051,1440,2.700215722,RH02,704
705,B,-2.424744986,24.00000001,25.89769085,2.514949208,2.574752869,1440,2.405846002,RH03,705
706,B,1.0415841,24,58.03443915,2.37982661,2.547555159,1440,6.881433634,RH03,706
707,B,-0.941013093,24.00000002,30.64214243,2.486829349,2.563394076,1440,3.108580708,RH03,707
708,B,-2.845049891,23.99999999,14.27734504,2.511562968,2.517507555,1440,0.215623394,RH03,708
709,B,2.889980554,23.99999999,13.11385639,2.516951457,2.541077491,1440,0.975411692,RH04,709
710,B,-2.199374633,24,26.01010474,2.463070144,2.50638691,1440,1.764089249,RH03,710
711,B,10.24247121,24.00000003,60.16485333,2.426311135,2.653794471,1440,9.323952302,RH03,711
712,B,0.031373893,23.99999999,21.8004038,2.527416411,2.582663298,1440,2.223816342,RH03,712
713,B,11.82774777,24,28.72183432,2.502429171,2.623660055,1440,4.968518412,RH04,713
714,B,6.844769449,23.99999997,45.30099476,2.430374534,2.581153052,1440,6.188565019,RH02,714
715,B,12.146744,24,59.34342558,2.476955569,2.725347121,1440,10.15482042,RH04,715
716,B,-2.360360712,23.99999997,17.81748285,2.490222891,2.506223116,1440,0.637973565,RH04,716
717,B,1.612904675,24.00000002,18.25535443,2.494681342,2.528999708,1440,1.39666868,RH04,717
718,B,9.378300528,24.00000001,35.09184484,2.504315286,2.645058187,1440,5.751076934,RH04,718
719,B,-1.685339739,24.00000001,11.94051397,2.500263613,2.496382412,1440,-0.173204824,RH02,719
720,B,19.46023155,24.00000001,91.55339232,2.457725459,2.868570069,1440,16.80142908,RH04,720
721,B,3.895348898,24.00000002,48.17816057,2.463796714,2.627685604,1440,6.691844457,RH04,721
722,B,9.088163948,23.99999999,50.5207804,2.479099256,2.677973069,1440,8.127477789,RH03,722
723,B,21.85618271,23.99999998,99.02975498,2.351425826,2.767601587,1440,17.08495356,RH04,723
724,B,-3.457035341,24.00000003,2.907635978,2.574798438,2.550159287,1440,-1.064538968,RH04,724
725,B,11.31342556,23.99999999,60.81214957,2.450157932,2.692687541,1440,9.927413608,RH04,725
726,B,12.40312082,23.99999999,64.42202676,2.424260418,2.677849387,1440,10.39548152,RH02,726
727,B,-9.979310558,24,6.882934389,2.51094109,2.457458329,1440,-2.229781038,RH03,727
728,B,6.304705202,23.99999998,26.23945004,2.529876798,2.628960702,1440,4.030715987,RH03,728
729,B,21.15199862,23.99999998,105.9002369,2.304766436,2.732504273,1440,17.57731641,RH02,729
730,B,13.7000535,24,75.84878614,2.381774901,2.675889439,1440,12.07161171,RH04,730
731,B,-1.358604817,23.99999999,-3.093560822,2.522017891,2.46069047,1440,-2.519755862,RH04,731
732,B,18.93111488,24,79.80000649,2.453459683,2.80915075,1440,14.55859376,RH04,732
733,B,12.98813848,24,70.48111909,2.472641421,2.771697826,1440,12.2209786,RH03,733
734,B,11.68524776,24.00000001,67.95373036,2.428604286,2.696538609,1440,10.97363308,RH03,734
735,B,6.28665372,23.99999998,43.34641189,2.468486787,2.621673206,1440,6.263789343,RH02,735
736,B,11.09580605,24.00000002,91.96723697,2.339085983,2.679706997,1440,13.97524714,RH03,736
737,B,-1.513304802,24.00000002,24.36651744,2.512734359,2.568449416,1440,2.244458186,RH03,737
738,B,27.5086586,24,108.0740561,2.40786019,2.904355918,1440,20.34407766,RH03,738
739,B,2.436647466,24.00000003,36.5875932,2.50570548,2.627544961,1440,4.953395525,RH03,739
740,B,16.56456911,24.00000001,52.20010692,2.521856432,2.770770305,1440,10.16991949,RH04,740
741,B,1.464350696,23.99999999,52.81662455,2.462123797,2.636752968,1440,7.119658756,RH03,741
742,B,-5.11928912,24,40.72742305,2.378692057,2.446847068,1440,2.807595537,RH04,742
743,B,7.213392585,24.00000003,47.97559749,2.472913297,2.651452636,1440,7.296225938,RH03,743
744,B,18.33842028,24.00000001,59.6873609,2.516024504,2.802509018,1440,11.70816267,RH04,744
745,B,-1.958396848,23.99999999,13.06880907,2.481592659,2.475239304,1440,-0.264839915,RH03,745
746,B,20.28806907,24,81.62994178,2.425355746,2.784516778,1440,14.72028538,RH02,746
747,B,4.078977508,24,41.3481162,2.476150227,2.614921449,1440,5.664485334,RH04,747
748,B,1.99756093,24,22.19925758,2.498084441,2.55236185,1440,2.208096227,RH03,748
749,B,-11.73244764,23.99999999,1.186980094,2.512611025,2.428085977,1440,-3.500214922,RH04,749
750,B,15.73470365,24.00000002,77.46307087,2.489071467,2.834762005,1440,14.11982685,RH02,750
751,B,2.710628869,24,14.96514266,2.521156369,2.554201078,1440,1.335132242,RH02,751
752,B,1.369018096,24.00000001,59.14416644,2.424083593,2.613124596,1440,7.725764882,RH02,752
753,B,-0.429084894,24.00000001,25.70355792,2.506743632,2.570337695,1440,2.572492749,RH03,753
754,B,14.93041714,23.99999999,92.24106203,2.342664543,2.700061103,1440,14.67111766,RH04,754
755,B,0.247181604,24.00000001,35.82540178,2.442567946,2.531173131,1440,3.62679376,RH04,755
756,B,13.43030745,24,58.64506897,2.513018618,2.775528605,1440,10.71486096,RH04,756
757,B,9.70961013,23.99999999,63.93301558,2.402629804,2.636561964,1440,9.596746578,RH04,757
758,B,-5.30820906,23.99999999,24.5390092,2.477785976,2.508059681,1440,1.213148312,RH04,758
759,B,4.567383612,24.00000002,44.34106308,2.439860622,2.581157745,1440,5.788647285,RH04,759
760,B,1.818636503,24.00000001,36.34274979,2.424782987,2.515430992,1440,3.725784343,RH04,760
761,B,-0.143633651,24.00000002,44.87728354,2.399255065,2.511341156,1440,4.60334748,RH03,761
762,B,8.359633582,24.00000002,32.90073007,2.498561479,2.623877904,1440,5.122666226,RH04,762
763,B,14.83264091,24,49.34788277,2.481906375,2.698068676,1440,8.852373779,RH04,763
764,B,14.20428212,23.99999998,75.68652398,2.362916651,2.65172389,1440,11.8679328,RH04,764
765,B,13.2482381,24.00000005,84.09304343,2.381245254,2.709758661,1440,13.46898919,RH04,765
766,B,11.28432364,23.99999999,83.0052497,2.433402619,2.767705243,1440,13.66848913,RH03,766
767,B,13.96743767,24.00000001,77.75347882,2.452432413,2.780202805,1440,13.40352463,RH02,767
768,B,9.612739341,24.00000001,33.8854474,2.505980504,2.642864781,1440,5.594213728,RH04,768
769,B,16.31334754,23.99999999,87.4502543,2.403240192,2.765543988,1440,14.84381952,RH04,769
770,B,14.79519402,24,63.22208362,2.469167539,2.741852597,1440,11.15771029,RH03,770
771,B,9.055475897,24.00000003,54.11751079,2.467180188,2.677660481,1440,8.6057457,RH04,771
772,B,7.368303527,24,55.07128745,2.487846613,2.703313531,1440,8.790612963,RH03,772
773,B,5.418255281,24,55.62285605,2.424288584,2.613052035,1440,7.730802967,RH04,773
774,B,9.873738716,24,82.9075617,2.405860674,2.72499525,1440,13.0606786,RH03,774
775,B,3.4662392,24,40.90770297,2.476476267,2.611130286,1440,5.494385749,RH04,775
776,B,25.16786798,24.00000002,96.21089207,2.397976318,2.830129697,1440,17.72321169,RH04,776
777,B,6.591419769,23.99999998,66.44285622,2.41193048,2.648438205,1440,9.683846961,RH03,777
778,B,5.789810284,24,34.57881419,2.562882006,2.708069019,1440,5.885844005,RH02,778
779,B,-7.306455793,23.99999998,9.02522445,2.546400839,2.524522593,1440,-0.952657469,RH04,779
780,B,5.852486542,23.99999997,58.1620589,2.412921419,2.610574644,1440,8.100187758,RH02,780
781,B,-0.835091756,24,15.7199595,2.484972995,2.495645903,1440,0.430328271,RH03,781
782,B,7.089102867,24.00000001,51.91412861,2.463974589,2.656305548,1440,7.861389342,RH04,782
783,B,-4.98707478,23.99999998,-1.818173566,2.566692963,2.512755461,1440,-2.257903673,RH02,783
784,B,-21.76701823,24,-30.93594737,2.529542613,2.271980941,1440,-10.58704627,RH02,784
785,B,12.76813311,24.00000001,70.47735179,2.429338925,2.712678284,1440,11.60412428,RH04,785
786,B,-12.31945888,23.99999999,-4.566796784,2.550894795,2.452013942,1440,-4.106943191,RH04,786
787,B,12.08531864,24.00000001,42.31341028,2.469219875,2.639800325,1440,6.994309445,RH02,787
788,B,7.196909797,24.00000001,39.59964592,2.427313367,2.553274057,1440,5.182347771,RH02,788
789,B,3.284730316,23.99999999,50.61308635,2.389503556,2.536295932,1440,6.033920662,RH02,789
790,B,16.13557625,24.00000001,75.83596083,2.418617137,2.734442118,1440,12.94466044,RH04,790
791,B,-9.560117039,24,-36.25833716,2.594639753,2.381681468,1440,-8.758479956,RH04,791
792,B,6.193317202,24,47.29576794,2.399715759,2.546300293,1440,6.031797918,RH04,792
793,B,11.06875624,23.99999999,44.71689581,2.54399951,2.747044604,1440,8.270356804,RH04,793
794,B,20.30472638,24,63.20804242,2.464225351,2.75575614,1440,11.94913702,RH04,794
795,B,24.72420143,24.00000001,110.3964205,2.313741654,2.777704059,1440,19.06017802,RH04,795
796,B,-1.44923351,24.00000001,8.635055278,2.527620018,2.519478463,1440,-0.360173484,RH04,796
797,B,26.31351317,24.00000001,101.0051329,2.449766525,2.925090676,1440,19.45575614,RH03,797
798,B,1.625071212,24.00000002,26.01753118,2.492016898,2.559615045,1440,2.751563078,RH04,798
799,B,3.313805146,24.00000002,37.9108672,2.488587274,2.613647647,1440,5.097120942,RH03,799
800,B,2.442124417,24,16.3389285,2.525424296,2.564975121,1440,1.596344158,RH04,800
801,B,3.546718788,24.00000001,55.05647779,2.419951509,2.597733579,1440,7.278942747,RH02,801
802,B,-0.411224142,24.00000002,31.90793984,2.473402032,2.552903737,1440,3.237370906,RH04,802
803,B,19.44119489,23.99999997,86.01702499,2.458099418,2.844644051,1440,15.81292433,RH04,803
804,B,18.69259932,24.00000001,85.08203018,2.432505923,2.803344046,1440,15.1848575,RH03,804
805,B,1.494238843,23.99999999,21.68395148,2.550226127,2.618268607,1440,2.737893426,RH04,805
806,B,-6.05218118,24.00000001,4.640533975,2.510097086,2.461146269,1440,-2.02908486,RH04,806
807,B,3.890649564,23.99999998,30.3902928,2.476201112,2.566076521,1440,3.67520672,RH03,807
808,B,16.39286676,23.99999999,93.36111042,2.325134915,2.68690591,1440,14.86435085,RH04,808
809,B,-3.578683887,24.00000001,14.37350848,2.530964327,2.54125403,1440,0.378950081,RH03,809
810,B,7.832305013,23.99999999,38.46335096,2.532785678,2.692361248,1440,6.495421835,RH02,810
811,B,2.806633983,24.00000001,55.46981563,2.397059511,2.566027043,1440,6.929744589,RH02,811
812,B,-0.355636196,24,33.47526666,2.473816781,2.560564328,1440,3.532047196,RH04,812
813,B,11.33835597,24,72.69637323,2.473261021,2.77610617,1440,12.36803047,RH04,813
814,B,23.50661019,24,79.0415508,2.508975559,2.897515905,1440,15.88330861,RH04,814
815,B,-1.38686671,24,17.67026213,2.533076411,2.566793187,1440,1.339442197,RH03,815
816,B,22.05125365,23.99999998,75.15599997,2.487985527,2.846776736,1440,14.67882276,RH04,816
817,B,-1.844843521,24.00000002,43.92433823,2.445741957,2.563244821,1440,4.791806925,RH04,817
818,B,11.03438806,24.00000001,49.36614645,2.503212757,2.712570377,1440,8.548802328,RH04,818
819,B,7.492711684,24,90.5540542,2.406560518,2.750671317,1440,14.06636836,RH04,819
820,B,20.16334261,24,75.01346272,2.420938238,2.749005844,1440,13.4576451,RH03,820
821,B,14.15140025,24,68.75763809,2.464590137,2.757648431,1440,11.98608667,RH04,821
822,B,19.84367553,24.00000001,59.92666074,2.480535804,2.761509706,1440,11.50919483,RH04,822
823,B,14.17454626,23.99999999,77.96200042,2.426685641,2.747302065,1440,13.12723302,RH03,823
824,B,13.53548256,24.00000002,51.80267579,2.465804816,2.682383553,1440,8.872677209,RH04,824
825,B,7.743436019,23.99999998,34.97645967,2.504532466,2.638727989,1440,5.478057653,RH04,825
826,B,5.832580699,24.00000002,65.39534423,2.4000812,2.625071245,1440,9.218720576,RH02,826
827,B,16.20615114,24,46.73358541,2.535676985,2.763948815,1440,9.321587538,RH03,827
828,B,23.06963536,24.00000003,83.07280575,2.44835376,2.832167212,1440,15.72180479,RH04,828
829,B,-5.66383559,23.99999999,5.522156101,2.506364866,2.461462864,1440,-1.860851415,RH04,829
830,B,7.930296672,23.99999999,42.44191417,2.433461844,2.576782408,1440,5.888016279,RH04,830
831,B,-0.045576853,24,46.37970861,2.415124443,2.5396395,1440,5.10069653,RH03,831
832,B,-0.196377125,23.99999999,21.84604837,2.488847576,2.5301922,1440,1.678195899,RH04,832
833,B,0.40052957,23.99999999,-1.386232415,2.523519818,2.476798929,1440,-1.919404992,RH02,833
834,B,10.96417243,24.00000001,63.14519429,2.419642719,2.660646094,1440,9.880288323,RH04,834
835,B,2.377051655,23.99999999,18.15511831,2.545667549,2.599920405,1440,2.183126583,RH02,835
836,B,23.6058158,24.00000002,89.34838086,2.428894095,2.835636395,1440,16.66688117,RH04,836
837,B,-6.636869115,24,3.735226758,2.527436986,2.478274113,1440,-2.049378726,RH04,837
838,B,-6.995422471,24.00000002,-14.25939848,2.553603049,2.432921823,1440,-4.973359819,RH03,838
839,B,2.408796817,24,48.46172871,2.484755015,2.651532546,1440,6.792048847,RH04,839
840,B,3.950433746,24.00000001,30.01760749,2.435020067,2.509330655,1440,3.064541169,RH04,840
841,B,5.182897842,24.00000001,58.58344071,2.426145296,2.62769154,1440,8.248700557,RH02,841
842,B,8.321808021,24.00000003,26.8952131,2.580165967,2.706956921,1440,5.138725591,RH04,842
843,B,4.435920834,24,38.58284619,2.497313826,2.632525488,1440,5.509827315,RH02,843
844,B,2.451752841,24,36.77365443,2.465991637,2.575061505,1440,4.45543713,RH04,844
845,B,15.72123181,24.00000001,82.67943524,2.378879538,2.709609902,1440,13.5704541,RH03,845
846,B,-3.608083724,24.00000001,17.75711278,2.478440874,2.485461047,1440,0.27402682,RH02,846
847,B,17.59803141,24.00000001,71.36144689,2.522825387,2.860237635,1440,13.77263209,RH02,847
848,B,8.50357258,24,53.28119193,2.486226322,2.697506898,1440,8.625839964,RH04,848
849,B,-4.898528178,24.00000001,32.6942969,2.432420554,2.48451923,1440,2.126708129,RH04,849
850,B,-5.14316635,24.00000002,-10.19400637,2.568748833,2.47808441,1440,-3.753244052,RH04,850
851,B,-2.82639993,24,32.12359219,2.431615687,2.488676722,1440,2.337358461,RH02,851
852,B,0.870855302,23.99999999,47.67669783,2.369199721,2.487069719,1440,4.858799081,RH04,852
853,B,12.87151697,24,47.80234439,2.515500788,2.729071141,1440,8.72099317,RH02,853
854,B,-12.89307803,23.99999998,-34.05931919,2.561572516,2.334462547,1440,-9.329796799,RH03,854
855,B,16.33495089,23.99999999,58.8878631,2.482854421,2.746932208,1440,10.80658209,RH02,855
856,B,1.219140605,23.99999999,21.19839081,2.558480273,2.626193584,1440,2.718964798,RH04,856
857,B,5.388148166,24.00000002,49.59248306,2.528062012,2.725836198,1440,8.041489005,RH04,857
